,측정일자,권역명,측정소명,미세먼지(㎍/㎥),초미세먼지(㎍/㎥),오존(ppm),이산화질소농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm)
0,20160101,동북권,광진구,85,64,0.004,0.046,0.9,0.006
1,20160101,동남권,강남구,73,44,0.006,0.047,0.8,0.006
2,20160101,서남권,강서구,66,38,0.005,0.048,0.9,0.006
3,20160101,서남권,구로구,56,41,0.007,0.038,1.1,0.007
4,20160101,동북권,성북구,71,45,0.005,0.056,1.3,0.007
5,20160101,동북권,중랑구,66,41,0.004,0.052,1.1,0.006
6,20160101,동북권,강북구,77,52,0.004,0.047,1.1,0.004
7,20160101,동남권,서초구,76,42,0.006,0.038,0.8,0.006
8,20160101,서북권,서대문구,69,39,0.007,0.06,0.9,0.005
9,20160101,도심권,중구,61,35,0.005,0.065,0.8,0.007
10,20160101,서북권,마포구,59,49,0.008,0.042,1.0,0.006
11,20160101,도심권,용산구,59,46,0.005,0.046,0.7,0.005
12,20160101,동북권,성동구,77,39,0.004,0.047,1.0,0.005
13,20160101,서북권,은평구,58,35,0.01,0.039,0.7,0.007
14,20160101,동북권,노원구,68,49,0.003,0.049,1.1,0.007
15,20160101,동북권,동대문구,66,44,0.005,0.047,1.0,0.006
16,20160101,동남권,강동구,77,45,0.002,0.043,0.9,0.004
17,20160101,서남권,영등포구,80,40,0.006,0.035,1.1,0.006
18,20160101,서남권,동작구,54,39,0.009,0.049,0.8,0.005
19,20160101,서남권,관악구,66,44,0.009,0.052,1.1,0.005
20,20160101,서남권,금천구,64,49,0.01,0.043,1.0,0.005
21,20160101,서남권,양천구,82,65,0.008,0.049,1.1,0.005
22,20160101,동북권,도봉구,67,41,0.005,0.053,1.0,0.006
23,20160101,동남권,송파구,64,39,0.004,0.046,1.1,0.006
24,20160101,도심권,종로구,68,51,0.005,0.047,0.7,0.006
25,20160102,서남권,구로구,41,27,0.012,0.032,0.7,0.006
26,20160102,동북권,성북구,54,29,0.005,0.056,1.1,0.007
27,20160102,서남권,강서구,42,26,0.01,0.036,0.5,0.006
28,20160102,서남권,금천구,52,36,0.018,0.034,0.7,0.005
29,20160102,도심권,종로구,53,37,0.007,0.044,0.5,0.006
30,20160102,도심권,중구,47,25,0.007,0.064,0.6,0.007
31,20160102,동남권,서초구,53,26,0.013,0.03,0.5,0.006
32,20160102,서남권,양천구,59,40,0.014,0.035,0.7,0.005
33,20160102,서남권,영등포구,62,28,0.009,0.032,0.9,0.006
34,20160102,서남권,관악구,54,35,0.013,0.047,0.8,0.005
35,20160102,동북권,도봉구,54,31,0.004,0.059,0.9,0.005
36,20160102,서북권,은평구,45,24,0.016,0.037,0.6,0.007
37,20160102,동북권,중랑구,51,29,0.007,0.052,0.9,0.007
38,20160102,동북권,동대문구,55,33,0.007,0.05,0.9,0.007
39,20160102,도심권,용산구,43,30,0.008,0.042,0.4,0.005
40,20160102,동북권,노원구,52,36,0.004,0.049,0.8,0.008
41,20160102,동남권,송파구,41,25,0.012,0.04,0.6,0.005
42,20160102,서남권,동작구,48,34,0.015,0.041,0.6,0.005
43,20160102,서북권,서대문구,55,26,0.013,0.05,0.7,0.005
44,20160102,동북권,강북구,71,44,0.005,0.047,0.9,0.005
45,20160102,동남권,강동구,56,31,0.002,0.046,0.8,0.004
46,20160102,동북권,성동구,44,27,0.005,0.046,0.7,0.005
47,20160102,동남권,강남구,50,29,0.012,0.039,0.5,0.006
48,20160102,동북권,광진구,58,41,0.007,0.043,0.6,0.005
49,20160102,서북권,마포구,45,35,0.011,0.037,0.7,0.006
50,20160103,서남권,금천구,96,67,0.014,0.05,0.9,0.008
51,20160103,동남권,강남구,101,60,0.012,0.052,0.8,0.007
52,20160103,동남권,송파구,76,44,0.011,0.047,1.2,0.006
53,20160103,동북권,광진구,111,80,0.009,0.051,1.0,0.005
54,20160103,동남권,강동구,97,56,0.002,0.057,1.1,0.005
55,20160103,서남권,양천구,116,80,0.017,0.044,0.9,0.007
56,20160103,서남권,강서구,0,50,0.011,0.043,0.7,0.007
57,20160103,서남권,구로구,83,51,0.017,0.037,0.9,0.008
58,20160103,동북권,동대문구,94,59,0.013,0.05,1.1,0.008
59,20160103,동북권,강북구,109,68,0.016,0.047,1.1,0.007
60,20160103,동북권,중랑구,92,54,0.008,0.061,1.2,0.008
61,20160103,동북권,성동구,0,50,0.008,0.053,1.1,0.005
62,20160103,서남권,관악구,96,60,0.019,0.052,0.9,0.007
63,20160103,동남권,서초구,114,52,0.01,0.042,0.8,0.007
64,20160103,서북권,은평구,96,49,0.017,0.04,0.8,0.007
65,20160103,서북권,마포구,88,68,0.017,0.04,0.8,0.007
66,20160103,서남권,영등포구,119,53,0.012,0.033,0.9,0.006
67,20160103,도심권,중구,86,50,0.016,0.064,0.5,0.009
68,20160103,도심권,종로구,98,68,0.015,0.044,0.6,0.007
69,20160103,서북권,서대문구,109,53,0.017,0.059,0.8,0.006
70,20160103,도심권,용산구,85,62,0.01,0.049,0.7,0.006
71,20160103,서남권,동작구,94,61,0.016,0.05,0.8,0.006
72,20160103,동북권,성북구,80,50,0.013,0.055,1.1,0.006
73,20160103,동북권,노원구,87,60,0.011,0.051,1.1,0.01
74,20160103,동북권,도봉구,83,48,0.02,0.052,1.0,0.007
75,20160104,서남권,동작구,70,51,0.028,0.028,0.5,0.005
76,20160104,서북권,서대문구,89,43,0.027,0.029,0.6,0.006
77,20160104,서남권,구로구,77,42,0.025,0.021,0.7,0.007
78,20160104,동북권,성동구,33,48,0.023,0.026,0.6,0.005
79,20160104,동남권,송파구,61,35,0.03,0.025,0.6,0.006
80,20160104,서남권,관악구,66,45,0.027,0.033,0.7,0.005
81,20160104,동북권,광진구,85,61,0.026,0.024,0.8,0.005
82,20160104,동북권,동대문구,76,46,0.025,0.02,0.7,0.007
83,20160104,서남권,양천구,87,62,0.021,0.029,0.7,0.005
84,20160104,동남권,강동구,77,38,0.003,0.024,0.6,0.004
85,20160104,서남권,금천구,86,60,0.025,0.03,0.7,0.007
86,20160104,도심권,종로구,84,58,0.02,0.022,0.4,0.006
87,20160104,동북권,중랑구,80,45,0.024,0.031,0.7,0.007
88,20160104,동북권,성북구,64,38,0.029,0.022,0.6,0.006
89,20160104,서북권,마포구,74,57,0.024,0.026,0.7,0.006
90,20160104,동북권,도봉구,68,41,0.041,0.018,0.5,0.006
91,20160104,도심권,중구,70,38,0.026,0.032,0.4,0.007
92,20160104,서남권,영등포구,96,43,0.017,0.024,0.7,0.007
93,20160104,동남권,서초구,106,43,0.021,0.023,0.5,0.006
94,20160104,동북권,노원구,72,46,0.03,0.019,0.6,0.008
95,20160104,동북권,강북구,78,48,0.03,0.021,0.7,0.005
96,20160104,서남권,강서구,25,43,0.022,0.024,0.5,0.006
97,20160104,서북권,은평구,82,46,0.029,0.027,0.7,0.007
98,20160104,동남권,강남구,83,47,0.03,0.028,0.6,0.006
99,20160104,도심권,용산구,66,49,0.022,0.029,0.5,0.006
100,20160105,서북권,마포구,26,19,0.018,0.021,0.4,0.005
101,20160105,서북권,서대문구,37,17,0.018,0.03,0.6,0.006
102,20160105,동남권,강남구,33,16,0.022,0.028,0.4,0.006
103,20160105,도심권,중구,30,13,0.02,0.028,0.2,0.007
104,20160105,서남권,구로구,31,16,0.015,0.023,0.5,0.006
105,20160105,동남권,서초구,58,17,0.013,0.025,0.3,0.006
106,20160105,서남권,동작구,30,19,0.017,0.029,0.4,0.005
107,20160105,동북권,노원구,26,15,0.019,0.019,0.4,0.007
108,20160105,도심권,종로구,29,18,0.006,0.022,0.3,0.005
109,20160105,동북권,성북구,29,15,0.02,0.023,0.4,0.006
110,20160105,도심권,용산구,26,17,0.014,0.027,0.2,0.005
111,20160105,동북권,동대문구,28,14,0.017,0.024,0.6,0.006
112,20160105,서남권,관악구,33,18,0.015,0.034,0.5,0.005
113,20160105,서남권,강서구,38,16,0.015,0.023,0.3,0.006
114,20160105,동북권,성동구,35,16,0.016,0.026,0.4,0.004
115,20160105,서남권,영등포구,40,18,0.01,0.026,0.6,0.007
116,20160105,동북권,광진구,29,19,0.018,0.021,0.3,0.006
117,20160105,동북권,도봉구,26,12,0.027,0.019,0.3,0.005
118,20160105,서북권,은평구,34,15,0.017,0.025,0.5,0.007
119,20160105,동북권,강북구,31,18,0.019,0.022,0.5,0.004
120,20160105,동남권,강동구,30,13,0.006,0.024,0.4,0.004
121,20160105,서남권,양천구,37,21,0.015,0.027,0.5,0.005
122,20160105,동북권,중랑구,31,16,0.018,0.025,0.5,0.006
123,20160105,동남권,송파구,27,13,0.021,0.023,0.3,0.006
124,20160105,서남권,금천구,31,18,0.015,0.028,0.5,0.006
125,20160106,동남권,강남구,61,29,0.009,0.042,0.6,0.007
126,20160106,서남권,금천구,53,33,0.007,0.043,0.7,0.007
127,20160106,동남권,송파구,57,27,0.007,0.039,0.7,0.006
128,20160106,동남권,강동구,66,31,0.004,0.044,0.7,0.005
129,20160106,서남권,강서구,63,27,0.005,0.04,0.6,0.007
130,20160106,서남권,구로구,49,27,0.008,0.034,0.7,0.008
131,20160106,동북권,강북구,55,33,0.008,0.038,0.8,0.006
132,20160106,서남권,관악구,51,30,0.009,0.047,0.7,0.007
133,20160106,동북권,동대문구,56,28,0.007,0.042,0.8,0.008
134,20160106,도심권,중구,63,24,0.008,0.046,0.5,0.008
135,20160106,동북권,중랑구,60,33,0.011,0.041,0.7,0.007
136,20160106,동남권,서초구,68,26,0.006,0.036,0.5,0.007
137,20160106,동북권,도봉구,48,25,0.012,0.038,0.6,0.007
138,20160106,서남권,양천구,59,36,0.008,0.041,0.7,0.006
139,20160106,도심권,종로구,50,31,0.002,0.04,0.5,0.006
140,20160106,동북권,광진구,59,37,0.007,0.039,0.7,0.006
141,20160106,서북권,은평구,51,26,0.01,0.039,0.6,0.008
142,20160106,서북권,서대문구,57,27,0.008,0.052,0.8,0.006
143,20160106,도심권,용산구,43,30,0.008,0.04,0.4,0.006
144,20160106,서남권,영등포구,63,28,0.006,0.033,0.7,0.007
145,20160106,서남권,동작구,49,34,0.009,0.045,0.6,0.006
146,20160106,서북권,마포구,43,30,0.006,0.038,0.7,0.006
147,20160106,동북권,노원구,46,29,0.008,0.039,0.7,0.008
148,20160106,동북권,성동구,61,28,0.007,0.041,0.7,0.005
149,20160106,동북권,성북구,57,28,0.008,0.043,0.8,0.009
150,20160107,동남권,서초구,52,20,0.013,0.025,0.4,0.006
151,20160107,서북권,마포구,31,21,0.016,0.024,0.5,0.006
152,20160107,서남권,영등포구,48,21,0.011,0.026,0.7,0.007
153,20160107,서남권,동작구,33,22,0.017,0.03,0.5,0.005
154,20160107,동북권,강북구,35,21,0.018,0.023,0.5,0.005
155,20160107,동북권,광진구,37,23,0.017,0.023,0.3,0.005
156,20160107,도심권,용산구,31,21,0.014,0.028,0.3,0.005
157,20160107,동북권,노원구,36,22,0.015,0.025,0.6,0.007
158,20160107,동북권,도봉구,33,16,0.029,0.016,0.4,0.006
159,20160107,도심권,종로구,37,23,0.006,0.022,0.3,0.005
160,20160107,동북권,중랑구,42,21,0.016,0.032,0.6,0.007
161,20160107,서북권,서대문구,43,20,0.016,0.034,0.7,0.006
162,20160107,동북권,성동구,43,20,0.015,0.027,0.5,0.005
163,20160107,동남권,강동구,48,23,0.009,0.03,0.6,0.005
164,20160107,서남권,양천구,44,25,0.013,0.029,0.6,0.005
165,20160107,동북권,동대문구,39,19,0.017,0.022,0.6,0.007
166,20160107,서남권,구로구,36,18,0.016,0.023,0.6,0.007
167,20160107,도심권,중구,39,19,0.016,0.027,0.3,0.007
168,20160107,동북권,성북구,38,17,0.018,0.026,0.6,0.007
169,20160107,서남권,금천구,38,23,0.015,0.03,0.5,0.007
170,20160107,서남권,관악구,39,22,0.017,0.033,0.6,0.006
171,20160107,동남권,강남구,41,19,0.021,0.028,0.5,0.006
172,20160107,서북권,은평구,40,19,0.017,0.028,0.5,0.008
173,20160107,동남권,송파구,36,17,0.021,0.023,0.4,0.005
174,20160107,서남권,강서구,47,20,0.013,0.027,0.4,0.007
175,20160108,동남권,강동구,40,19,0.008,0.034,0.6,0.005
176,20160108,동남권,서초구,48,18,0.012,0.028,0.4,0.007
177,20160108,서남권,양천구,35,19,0.013,0.031,0.5,0.005
178,20160108,서북권,마포구,25,17,0.015,0.026,0.5,0.006
179,20160108,서북권,은평구,35,16,0.017,0.03,0.4,0.007
180,20160108,동북권,노원구,31,35,0.012,0.032,0.6,0.007
181,20160108,동남권,송파구,35,17,0.016,0.031,0.5,0.006
182,20160108,동북권,강북구,32,20,0.015,0.03,0.7,0.005
183,20160108,도심권,중구,32,14,0.017,0.027,0.3,0.007
184,20160108,동남권,강남구,33,16,0.02,0.03,0.5,0.006
185,20160108,동북권,동대문구,36,18,0.013,0.032,0.7,0.007
186,20160108,도심권,용산구,24,17,0.014,0.027,0.2,0.005
187,20160108,동북권,성동구,35,16,0.014,0.03,0.5,0.005
188,20160108,동북권,광진구,36,22,0.014,0.029,0.5,0.006
189,20160108,도심권,종로구,34,22,0.006,0.026,0.3,0.005
190,20160108,동북권,도봉구,30,15,0.02,0.028,0.5,0.006
191,20160108,서남권,강서구,38,16,0.013,0.029,0.5,0.007
192,20160108,서남권,동작구,29,15,0.015,0.033,0.5,0.005
193,20160108,서남권,관악구,35,20,0.014,0.037,0.6,0.006
194,20160108,동북권,중랑구,33,18,0.016,0.033,0.6,0.007
195,20160108,서남권,영등포구,38,18,0.009,0.028,0.7,0.007
196,20160108,서북권,서대문구,34,16,0.017,0.036,0.7,0.006
197,20160108,서남권,구로구,30,16,0.014,0.027,0.6,0.007
198,20160108,서남권,금천구,33,19,0.013,0.033,0.6,0.006
199,20160108,동북권,성북구,34,13,0.015,0.032,0.7,0.007
200,20160109,서남권,관악구,40,23,0.014,0.038,0.6,0.006
201,20160109,동북권,광진구,39,25,0.015,0.03,0.5,0.004
202,20160109,도심권,중구,34,17,0.016,0.031,0.4,0.007
203,20160109,서북권,은평구,33,19,0.009,0.036,0.4,0.006
204,20160109,서북권,서대문구,39,19,0.016,0.037,0.7,0.006
205,20160109,동남권,송파구,35,16,0.017,0.029,0.4,0.006
206,20160109,동북권,도봉구,34,18,0.018,0.032,0.6,0.005
207,20160109,동북권,강북구,35,22,0.015,0.031,0.6,0.005
208,20160109,동북권,중랑구,37,19,0.014,0.036,0.6,0.007
209,20160109,서남권,금천구,35,20,0.015,0.032,0.5,0.006
210,20160109,동남권,서초구,52,19,0.012,0.029,0.4,0.006
211,20160109,동북권,성동구,39,17,0.013,0.033,0.5,0.005
212,20160109,동남권,강동구,44,22,0.006,0.038,0.6,0.005
213,20160109,서남권,영등포구,42,19,0.01,0.026,0.7,0.007
214,20160109,동남권,강남구,35,18,0.02,0.029,0.4,0.006
215,20160109,서남권,구로구,31,17,0.015,0.027,0.6,0.007
216,20160109,동북권,성북구,37,17,0.015,0.033,0.6,0.006
217,20160109,동북권,노원구,36,20,0.01,0.036,0.7,0.007
218,20160109,서남권,동작구,31,16,0.018,0.031,0.4,0.005
219,20160109,서남권,양천구,39,24,0.014,0.031,0.6,0.005
220,20160109,도심권,종로구,35,22,0.005,0.027,0.3,0.005
221,20160109,서북권,마포구,28,20,0.015,0.027,0.5,0.006
222,20160109,동북권,동대문구,36,18,0.015,0.03,0.7,0.007
223,20160109,도심권,용산구,29,20,0.013,0.031,0.3,0.005
224,20160109,서남권,강서구,40,18,0.013,0.031,0.5,0.007
225,20160110,서남권,금천구,33,22,0.018,0.029,0.5,0.006
226,20160110,동북권,성동구,33,17,0.022,0.022,0.5,0.005
227,20160110,서남권,구로구,28,17,0.018,0.025,0.6,0.007
228,20160110,서북권,은평구,32,17,0.022,0.029,0.5,0.007
229,20160110,서남권,양천구,40,27,0.017,0.03,0.6,0.005
230,20160110,동북권,광진구,33,24,0.022,0.022,0.5,0.004
231,20160110,동북권,동대문구,31,17,0.022,0.023,0.7,0.007
232,20160110,서남권,강서구,35,18,0.017,0.027,0.4,0.007
233,20160110,동북권,노원구,30,12,0.02,0.025,0.5,0.008
234,20160110,동북권,성북구,32,17,0.021,0.027,0.5,0.007
235,20160110,동북권,강북구,32,21,0.02,0.029,0.5,0.005
236,20160110,서북권,서대문구,34,18,0.021,0.034,0.6,0.006
237,20160110,동북권,도봉구,28,15,0.029,0.023,0.4,0.005
238,20160110,동북권,중랑구,31,18,0.024,0.028,0.6,0.007
239,20160110,서남권,동작구,29,18,0.023,0.027,0.4,0.005
240,20160110,동남권,강동구,32,17,0.013,0.027,0.5,0.005
241,20160110,도심권,중구,30,16,0.023,0.024,0.4,0.007
242,20160110,서북권,마포구,29,21,0.02,0.024,0.5,0.006
243,20160110,동남권,서초구,42,18,0.02,0.022,0.4,0.006
244,20160110,동남권,강남구,31,17,0.03,0.023,0.4,0.006
245,20160110,동남권,송파구,27,14,0.028,0.021,0.4,0.006
246,20160110,서남권,영등포구,39,20,0.012,0.023,0.6,0.007
247,20160110,서남권,관악구,38,24,0.017,0.037,0.6,0.005
248,20160110,도심권,용산구,28,20,0.018,0.028,0.2,0.005
249,20160110,도심권,종로구,32,23,0.009,0.02,0.3,0.005
250,20160111,동북권,노원구,33,13,0.023,0.019,0.5,0.007
251,20160111,서북권,은평구,40,22,0.021,0.026,0.5,0.007
252,20160111,서북권,마포구,32,22,0.017,0.025,0.5,0.006
253,20160111,동북권,광진구,43,29,0.016,0.03,0.6,0.005
254,20160111,도심권,종로구,38,27,0.007,0.023,0.3,0.005
255,20160111,동북권,중랑구,38,19,0.019,0.031,0.6,0.007
256,20160111,동북권,성북구,38,18,0.02,0.028,0.6,0.007
257,20160111,동남권,서초구,59,22,0.014,0.028,0.4,0.006
258,20160111,도심권,중구,40,20,0.019,0.027,0.4,0.007
259,20160111,서북권,서대문구,43,20,0.02,0.029,0.7,0.006
260,20160111,서남권,구로구,35,20,0.016,0.025,0.6,0.006
261,20160111,동북권,도봉구,34,16,0.026,0.022,0.4,0.006
262,20160111,서남권,금천구,38,22,0.015,0.031,0.5,0.006
263,20160111,동남권,강남구,42,20,0.02,0.032,0.5,0.006
264,20160111,동북권,동대문구,38,18,0.018,0.027,0.7,0.007
265,20160111,동남권,강동구,42,20,0.009,0.032,0.6,0.005
266,20160111,도심권,용산구,33,21,0.014,0.031,0.3,0.006
267,20160111,서남권,영등포구,48,21,0.01,0.027,0.7,0.007
268,20160111,동북권,강북구,34,21,0.02,0.026,0.5,0.005
269,20160111,동남권,송파구,39,18,0.018,0.03,0.5,0.006
270,20160111,서남권,동작구,35,19,0.016,0.033,0.5,0.005
271,20160111,동북권,성동구,45,20,0.015,0.031,0.5,0.005
272,20160111,서남권,강서구,44,20,0.016,0.025,0.4,0.006
273,20160111,서남권,관악구,43,26,0.014,0.039,0.6,0.005
274,20160111,서남권,양천구,45,26,0.016,0.029,0.6,0.005
275,20160112,서남권,동작구,36,20,0.012,0.041,0.5,0.005
276,20160112,서남권,관악구,46,27,0.011,0.045,0.6,0.005
277,20160112,동남권,서초구,66,27,0.009,0.033,0.4,0.006
278,20160112,서남권,강서구,49,20,0.013,0.03,0.5,0.007
279,20160112,동남권,강남구,52,22,0.011,0.042,0.6,0.006
280,20160112,서남권,구로구,40,19,0.012,0.029,0.6,0.006
281,20160112,동북권,강북구,44,24,0.016,0.029,0.6,0.005
282,20160112,동북권,성동구,55,22,0.01,0.038,0.6,0.004
283,20160112,동북권,중랑구,54,26,0.013,0.038,0.6,0.007
284,20160112,서북권,서대문구,52,23,0.014,0.04,0.6,0.005
285,20160112,서북권,마포구,37,24,0.011,0.031,0.6,0.006
286,20160112,동남권,송파구,55,24,0.011,0.038,0.6,0.006
287,20160112,동북권,노원구,46,18,0.017,0.028,0.6,0.007
288,20160112,동남권,강동구,61,26,0.007,0.039,0.6,0.005
289,20160112,동북권,성북구,51,21,0.014,0.035,0.6,0.007
290,20160112,동북권,도봉구,47,20,0.021,0.028,0.5,0.005
291,20160112,서남권,양천구,49,27,0.013,0.033,0.6,0.005
292,20160112,서북권,은평구,46,23,0.014,0.032,0.5,0.007
293,20160112,도심권,용산구,37,23,0.009,0.039,0.5,0.005
294,20160112,도심권,중구,47,20,0.011,0.038,0.5,0.007
295,20160112,동북권,동대문구,51,22,0.013,0.035,0.8,0.006
296,20160112,서남권,금천구,43,25,0.01,0.039,0.6,0.006
297,20160112,서남권,영등포구,56,22,0.009,0.03,0.7,0.007
298,20160112,도심권,종로구,46,30,0.003,0.033,0.4,0.004
299,20160112,동북권,광진구,55,34,0.012,0.036,0.6,0.005
300,20160113,서남권,강서구,40,18,0.014,0.03,0.5,0.006
301,20160113,서북권,은평구,35,20,0.016,0.031,0.4,0.007
302,20160113,동남권,서초구,54,16,0.014,0.027,0.4,0.006
303,20160113,서남권,양천구,39,23,0.015,0.031,0.6,0.004
304,20160113,서남권,관악구,36,24,0.015,0.04,0.6,0.005
305,20160113,서남권,구로구,29,16,0.016,0.025,0.6,0.006
306,20160113,동북권,동대문구,39,19,0.012,0.032,0.8,0.006
307,20160113,도심권,용산구,29,19,0.012,0.032,0.4,0.005
308,20160113,서남권,영등포구,40,19,0.011,0.027,0.6,0.006
309,20160113,서북권,서대문구,37,18,0.015,0.039,0.6,0.004
310,20160113,동북권,중랑구,41,21,0.014,0.036,0.6,0.006
311,20160113,서남권,동작구,30,18,0.018,0.031,0.4,0.005
312,20160113,도심권,중구,35,16,0.015,0.032,0.4,0.007
313,20160113,동남권,강남구,38,19,0.016,0.034,0.5,0.005
314,20160113,동북권,도봉구,36,17,0.017,0.033,0.5,0.005
315,20160113,서북권,마포구,28,19,0.016,0.025,0.5,0.005
316,20160113,서남권,금천구,34,22,0.015,0.032,0.5,0.005
317,20160113,동북권,성동구,40,20,0.012,0.033,0.5,0.004
318,20160113,동남권,송파구,39,19,0.015,0.032,0.5,0.005
319,20160113,동북권,강북구,38,22,0.013,0.033,0.6,0.004
320,20160113,동북권,노원구,35,16,0.014,0.031,0.6,0.006
321,20160113,동북권,광진구,45,30,0.011,0.034,0.7,0.005
322,20160113,도심권,종로구,38,25,0.004,0.031,0.4,0.004
323,20160113,동남권,강동구,47,23,0.008,0.036,0.6,0.006
324,20160113,동북권,성북구,40,18,0.013,0.037,0.7,0.006
325,20160114,동북권,노원구,39,17,0.011,0.039,0.7,0.008
326,20160114,서남권,동작구,35,18,0.014,0.038,0.5,0.005
327,20160114,서남권,구로구,40,20,0.013,0.029,0.6,0.008
328,20160114,도심권,용산구,33,20,0.011,0.035,0.4,0.005
329,20160114,도심권,중구,42,18,0.013,0.038,0.5,0.008
330,20160114,동북권,성북구,44,20,0.011,0.041,0.7,0.008
331,20160114,동북권,중랑구,45,21,0.011,0.041,0.6,0.007
332,20160114,서남권,영등포구,48,21,0.009,0.031,0.7,0.007
333,20160114,서북권,은평구,37,18,0.015,0.033,0.5,0.007
334,20160114,서남권,양천구,46,26,0.012,0.035,0.6,0.005
335,20160114,서남권,강서구,47,20,0.01,0.036,0.5,0.007
336,20160114,서남권,금천구,41,23,0.012,0.037,0.6,0.006
337,20160114,서북권,마포구,31,21,0.014,0.029,0.5,0.006
338,20160114,서북권,서대문구,44,19,0.014,0.043,0.7,0.006
339,20160114,동남권,강동구,52,24,0.007,0.041,0.6,0.006
340,20160114,동북권,도봉구,39,18,0.012,0.042,0.6,0.005
341,20160114,서남권,관악구,42,25,0.012,0.045,0.6,0.006
342,20160114,동북권,강북구,41,23,0.01,0.04,0.7,0.005
343,20160114,동북권,동대문구,46,20,0.012,0.036,0.8,0.007
344,20160114,동남권,서초구,51,23,0.011,0.032,0.4,0.007
345,20160114,도심권,종로구,43,26,0.004,0.034,0.4,0.005
346,20160114,동남권,송파구,42,19,0.012,0.037,0.6,0.006
347,20160114,동북권,광진구,47,28,0.012,0.036,0.6,0.005
348,20160114,동남권,강남구,49,20,0.016,0.037,0.5,0.006
349,20160114,동북권,성동구,54,19,0.009,0.04,0.6,0.004
350,20160115,동남권,강동구,59,32,0.004,0.052,0.8,0.007
351,20160115,도심권,중구,47,24,0.008,0.051,0.7,0.008
352,20160115,동북권,노원구,52,22,0.006,0.051,0.9,0.008
353,20160115,도심권,용산구,40,28,0.007,0.045,0.6,0.005
354,20160115,동북권,광진구,58,41,0.005,0.05,0.8,0.005
355,20160115,서남권,강서구,57,28,0.004,0.052,0.8,0.007
356,20160115,서남권,양천구,59,38,0.006,0.05,0.8,0.005
357,20160115,서남권,영등포구,58,28,0.003,0.039,0.9,0.006
358,20160115,동남권,송파구,51,28,0.007,0.049,0.8,0.006
359,20160115,동북권,도봉구,56,31,0.005,0.057,0.9,0.006
360,20160115,도심권,종로구,52,40,0.005,0.048,0.5,0.006
361,20160115,서북권,은평구,42,26,0.012,0.04,0.6,0.007
362,20160115,동북권,성북구,51,29,0.007,0.055,1.1,0.008
363,20160115,서남권,동작구,44,27,0.01,0.051,0.6,0.005
364,20160115,서남권,금천구,46,30,0.011,0.045,0.7,0.006
365,20160115,동북권,성동구,54,26,0.006,0.049,0.7,0.005
366,20160115,동남권,강남구,51,26,0.007,0.048,0.6,0.006
367,20160115,동남권,서초구,48,26,0.006,0.04,0.6,0.007
368,20160115,서북권,마포구,41,29,0.008,0.04,0.7,0.007
369,20160115,동북권,동대문구,57,28,0.006,0.054,1.1,0.008
370,20160115,동북권,강북구,55,34,0.007,0.051,0.9,0.006
371,20160115,서남권,구로구,41,26,0.007,0.039,0.7,0.007
372,20160115,서북권,서대문구,48,26,0.01,0.055,0.7,0.006
373,20160115,동북권,중랑구,53,29,0.006,0.052,0.4,0.007
374,20160115,서남권,관악구,50,30,0.006,0.061,0.8,0.006
375,20160116,서북권,마포구,62,48,0.005,0.043,0.8,0.006
376,20160116,서남권,동작구,71,45,0.003,0.061,0.9,0.005
377,20160116,서남권,구로구,60,39,0.003,0.043,0.9,0.007
378,20160116,동남권,서초구,57,37,0.004,0.041,0.7,0.006
379,20160116,서북권,은평구,58,38,0.018,0.036,0.6,0.007
380,20160116,동북권,노원구,76,34,0.004,0.053,1.0,0.008
381,20160116,도심권,종로구,76,66,0.004,0.051,0.6,0.006
382,20160116,서북권,서대문구,64,37,0.015,0.043,0.7,0.005
383,20160116,동남권,송파구,58,34,0.007,0.042,0.8,0.006
384,20160116,동북권,중랑구,67,41,0.006,0.049,0.8,0.007
385,20160116,서남권,양천구,86,62,0.003,0.052,0.9,0.005
386,20160116,도심권,중구,67,35,0.004,0.055,0.9,0.007
387,20160116,서남권,강서구,70,37,0.002,0.053,0.8,0.006
388,20160116,서남권,영등포구,75,39,0.003,0.039,0.8,0.006
389,20160116,동북권,동대문구,75,39,0.004,0.054,1.2,0.007
390,20160116,동북권,광진구,65,49,0.01,0.037,0.7,0.005
391,20160116,동북권,도봉구,77,41,0.005,0.06,1.0,0.006
392,20160116,서남권,관악구,67,45,0.002,0.067,1.0,0.005
393,20160116,동북권,강북구,81,52,0.004,0.052,1.1,0.006
394,20160116,동남권,강남구,66,37,0.005,0.045,0.6,0.005
395,20160116,동북권,성북구,73,46,0.004,0.059,1.3,0.008
396,20160116,서남권,금천구,73,55,0.004,0.058,0.9,0.006
397,20160116,도심권,용산구,58,43,0.005,0.048,0.6,0.006
398,20160116,동남권,강동구,69,38,0.005,0.042,0.7,0.006
399,20160116,동북권,성동구,71,37,0.005,0.047,0.8,0.004
400,20160117,동북권,성동구,73,43,0.008,0.045,0.8,0.005
401,20160117,동남권,강동구,66,42,0.007,0.041,0.7,0.006
402,20160117,동남권,강남구,66,41,0.009,0.043,0.6,0.005
403,20160117,도심권,종로구,77,71,0.005,0.049,0.7,0.005
404,20160117,서남권,양천구,79,60,0.007,0.047,0.9,0.004
405,20160117,동북권,광진구,64,52,0.014,0.035,0.7,0.004
406,20160117,서남권,관악구,67,47,0.004,0.064,1.0,0.004
